video_id,ped_index,window_start,window_end,last_frame,frames_in_window,jaywalking_frames,jaywalking,crossing_pedestrians,avg_crossing_confidence,avg_crosswalk_max_prob,risk_score,location,time_of_day,weather,num_lanes,ages,vehicle_action
video_0005,0,20,69,69,50,0,False,1,0.0,0.0475,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,30,79,79,50,0,False,1,0.0,0.05,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,40,89,89,50,0,False,1,0.0,0.0424,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,50,99,99,50,0,False,1,0.0,0.0325,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,60,109,109,50,0,False,1,0.0,0.025,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,70,119,119,50,0,False,1,0.0,0.0214,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,80,129,129,50,0,False,1,0.0,0.0183,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,90,139,139,50,0,False,1,0.0,0.0167,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,100,149,149,50,0,False,1,0.0,0.0137,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,110,159,159,50,10,False,2,0.5291,0.0104,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,120,169,169,50,20,False,2,0.5291,0.0088,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,130,179,179,50,30,True,2,0.5291,0.0095,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,140,189,189,50,40,True,2,0.6453,0.0103,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,150,199,199,50,50,True,2,0.715,0.0105,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,160,209,209,50,50,True,2,0.808,0.0118,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,170,219,219,50,50,True,2,0.8673,0.0123,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,180,229,229,50,50,True,1,0.9267,0.0108,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,190,239,239,50,50,True,1,0.8931,0.0101,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,200,239,239,40,40,True,1,0.8679,0.0102,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,210,239,239,30,30,True,1,0.8259,0.0099,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,220,239,239,20,20,False,1,0.8259,0.0102,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,0,230,239,239,10,10,False,1,0.8259,0.0119,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,0,49,49,50,50,True,1,0.8144,0.0339,0.0,plaza,daytime,clear,2,"adult,child",decelerating
video_0005,1,10,59,59,50,50,True,1,0.7353,0.0428,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,20,69,69,50,50,True,1,0.687,0.0475,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,30,79,79,50,50,True,1,0.6388,0.05,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,40,89,89,50,50,True,1,0.6698,0.0424,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,50,99,99,50,50,True,1,0.7234,0.0325,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,60,109,109,50,50,True,1,0.777,0.025,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,70,119,119,50,50,True,1,0.7997,0.0214,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,80,129,129,50,50,True,1,0.824,0.0183,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,90,139,139,50,50,True,1,0.8484,0.0167,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,100,149,149,50,50,True,1,0.85,0.0137,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,110,159,159,50,50,True,2,0.844,0.0104,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,120,169,169,50,50,True,2,0.838,0.0088,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,130,179,179,50,50,True,2,0.8302,0.0095,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,140,179,179,40,40,True,2,0.8244,0.0091,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,150,179,179,30,30,True,2,0.8148,0.0092,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,160,179,179,20,20,False,2,0.8148,0.0113,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0005,1,170,179,179,10,10,False,2,0.8148,0.0163,0.0,plaza,daytime,clear,2,"adult,child",accelerating
video_0006,0,0,49,49,50,47,True,2,0.7382,0.1486,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,10,59,59,50,47,True,2,0.7198,0.1529,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,20,69,69,50,47,True,2,0.6987,0.1524,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,30,79,79,50,49,True,2,0.6777,0.131,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,40,89,89,50,50,True,2,0.6751,0.0993,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,50,99,99,50,50,True,2,0.6647,0.0811,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,60,109,109,50,50,True,2,0.6542,0.066,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,70,119,119,50,50,True,2,0.6463,0.0594,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,80,129,129,50,50,True,2,0.6304,0.0555,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,90,139,139,50,50,True,2,0.6146,0.048,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,100,149,149,50,50,True,2,0.6066,0.0362,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,110,159,159,50,50,True,2,0.602,0.0294,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,120,169,169,50,50,True,2,0.5974,0.0345,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,130,179,179,50,50,True,2,0.6007,0.0346,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,140,189,189,50,40,True,2,0.6032,0.0391,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,150,199,199,50,30,True,2,0.6074,0.0424,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,160,209,209,50,20,False,2,0.6074,0.0426,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,0,170,219,219,50,20,False,2,0.6313,0.0349,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,180,229,229,50,20,False,2,0.6551,0.0413,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,190,239,239,50,30,True,2,0.6551,0.0405,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,200,249,249,50,40,True,2,0.6508,0.0459,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,210,259,259,50,50,True,2,0.6482,0.0738,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,220,269,269,50,50,True,2,0.6448,0.1047,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,230,279,279,50,40,True,2,0.6422,0.1084,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,240,289,289,50,30,True,2,0.6379,0.1276,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,250,299,299,50,20,False,2,0.6379,0.1426,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,260,309,309,50,10,False,2,0.6379,0.136,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,270,319,319,50,0,False,0,0.0,0.127,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,280,329,329,50,0,False,0,0.0,0.1317,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,290,329,329,40,0,False,0,0.0,0.1266,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,300,329,329,30,0,False,0,0.0,0.1219,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,310,329,329,20,0,False,0,0.0,0.119,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,0,320,329,329,10,0,False,0,0.0,0.104,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,0,49,49,50,19,False,2,0.8225,0.1486,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,10,59,59,50,29,True,2,0.8225,0.1529,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,20,69,69,50,39,True,2,0.8293,0.1524,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,30,79,79,50,49,True,2,0.8334,0.131,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,40,89,89,50,50,True,2,0.8388,0.0993,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,50,99,99,50,50,True,2,0.8279,0.0811,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,60,109,109,50,50,True,2,0.817,0.066,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,70,119,119,50,50,True,2,0.8007,0.0594,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,80,129,129,50,50,True,2,0.8271,0.0555,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,90,139,139,50,50,True,2,0.8536,0.048,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,100,149,149,50,50,True,2,0.8963,0.0362,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,110,159,159,50,40,True,2,0.9284,0.0294,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,120,169,169,50,30,True,2,0.9819,0.0345,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,130,179,179,50,20,False,2,0.9819,0.0346,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,140,189,189,50,20,False,2,0.923,0.0391,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,150,199,199,50,20,False,2,0.8641,0.0424,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,160,209,209,50,30,True,2,0.8641,0.0426,0.0,plaza,daytime,clear,2,adult,decelerating
video_0006,1,170,219,219,50,40,True,2,0.8165,0.0349,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,180,229,229,50,50,True,2,0.788,0.0413,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,190,239,239,50,50,True,2,0.7499,0.0405,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,200,249,249,50,50,True,2,0.7442,0.0459,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,210,259,259,50,50,True,2,0.7386,0.0738,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,220,269,269,50,50,True,2,0.7709,0.1047,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,230,279,279,50,40,True,2,0.7952,0.1084,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,240,289,289,50,30,True,2,0.8357,0.1276,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,250,299,299,50,20,False,2,0.8357,0.1426,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,260,309,309,50,10,False,2,0.8357,0.136,0.0,plaza,daytime,clear,2,adult,accelerating
video_0006,1,270,319,319,50,0,False,0,0.0,0.127,0.0,plaza,daytime,clear,2,adult,accelerating
